WKT	OBJECTID	FULLNAME	ZONE	RULE	NOTE	IMPLEMENTD	ADPTDATE	AMDDATE1	AMDDATE2	AMDDATE3	STATUS	Shape_Leng	ENFORCE	Shape_Le_1
"LINESTRING (-118.48263691100381 33.997438891985261,-118.4822724850937 33.997047871991953)"	580	BARNARD WAY	P									180.141959021		180.141959021
"LINESTRING (-118.48293389878816 33.997758030950578,-118.48263691100381 33.997438891985261)"	581	BARNARD WAY	P									146.943474251		146.943474251
"LINESTRING (-118.48321730583795 33.998107388036082,-118.48317703019387 33.998051826322936,-118.48309981413696 33.997951424983967,-118.48301935110973 33.997853660960885,-118.48293389878816 33.997758030950578)"	582	BARNARD WAY	P									153.528731836		153.528731836
"LINESTRING (-118.4837046671479 33.998680658215562,-118.4834773308294 33.998441195615371)"	583	BARNARD WAY	P									111.09683678		111.09683678
"LINESTRING (-118.48452331674409 33.999543302258097,-118.4837046671479 33.998680658215562)"	584	BARNARD WAY	P									400.157693461		400.157693461
"LINESTRING (-118.48575017076149 34.000836275454354,-118.48452331674409 33.999543302258097)"	585	BARNARD WAY	P									599.739499812		599.739499812
"LINESTRING (-118.48679919952248 34.001953210540329,-118.48676016020056 34.001911993841262)"	586	BARNARD WAY	P									19.1049316481		19.1049316481
"LINESTRING (-118.48710029449394 34.002272868335474,-118.48679919952248 34.001953210540329)"	587	BARNARD WAY	P									147.854857917		147.854857917
"LINESTRING (-118.48726209689343 34.002488802745191,-118.48724189692196 34.002455313826061,-118.48721537719685 34.002415443204818,-118.48717193694321 34.002356691509313,-118.48714072282856 34.002318714113429,-118.48710029449394 34.002272868335474)"	588	BARNARD WAY	P									92.7851041983		92.7851041983
"LINESTRING (-118.4822724850937 33.997047871991953,-118.48226268256118 33.997040481616573,-118.48225435492523 33.997031892616022,-118.48224487752896 33.997022319225707,-118.48223625578565 33.997013970305922,-118.48222733776319 33.997005860574596,-118.48221726890388 33.996996767359036,-118.48220805677411 33.996988897708249,-118.48219884464085 33.996981027155236,-118.4821893373212 33.99697339758923,-118.4821783818023 33.996965023731796,-118.48216857928779 33.996957633348856,-118.48215848158159 33.996950483051158,-118.48214723087023 33.996942348375519,-118.48213683797434 33.996935438162197,-118.48212644399263 33.996928527050748,-118.48211575590167 33.996921856020073,-118.48210477153663 33.996915425078804,-118.48209263633215 33.9969080097502,-118.48208135677729 33.996901818892724,-118.48207007721891 33.99689562713268,-118.48205850246875 33.996889675457517,-118.48204692772545 33.996883724682668,-118.48203505777991 33.996878012189569,-118.48202289264778 33.996872540682546,-118.48201072751201 33.996867068272834,-118.4819982671843 33.996861835947605,-118.48198695877969 33.99685758800409,-118.48197942909896 33.996854107500184)"	589	BARNARD WAY	P									114.417286837		114.417286837
"LINESTRING (-118.48734168761557 34.002644849986538,-118.48732222492464 34.00260116624591,-118.4873015814605 34.00255844289741,-118.48729050736428 34.002538652029621)"	590	BARNARD WAY	P									41.6622320941		41.6622320941
"LINESTRING (-118.48755400565689 34.003165179080831,-118.48734168761557 34.002644849986538)"	591	BARNARD WAY	P									199.994360006		199.994360006
"LINESTRING (-118.4875832438476 34.003237383034332,-118.48755400565689 34.003165179080831)"	592	BARNARD WAY	P									27.7305918438		27.7305918438
"LINESTRING (-118.48583456699706 34.000925091258694,-118.48575017076149 34.000836275454354)"	593	BARNARD WAY	P									41.21964044		41.21964044
"LINESTRING (-118.48591521215067 34.001011195865644,-118.48583456699706 34.000925091258694)"	594	BARNARD WAY	P									39.7413543382		39.7413543382
"LINESTRING (-118.48633421504707 34.001459615819797,-118.48591521215067 34.001011195865644)"	595	BARNARD WAY	P									206.783295858		206.783295858
"LINESTRING (-118.48676016020056 34.001911993841262,-118.4863967889856 34.001525855480097,-118.48633421504707 34.001459615819797)"	596	BARNARD WAY	P									209.213405438		209.213405438
"LINESTRING (-118.48197942909896 33.996854107500184,-118.48197420325614 33.996852594860556,-118.48196144773931 33.996847602617194,-118.48194839703045 33.996842850458059,-118.48193649715093 33.996839080882346,-118.48192315125121 33.996834568806094,-118.48191095618039 33.996831039313371,-118.4818973150844 33.996826766418224,-118.48188452962324 33.99682371619226,-118.48187174416817 33.996820666866455,-118.48185895979643 33.996817617534994,-118.48184472723021 33.996813823907516,-118.48183164657908 33.996811013761281,-118.48181827073502 33.996808443698967,-118.48180460078031 33.996806113716069,-118.48179208057488 33.996804767223615,-118.4817784095391 33.99680243724206,-118.48176444330495 33.996800346442583,-118.48175162898943 33.996799240026846,-118.48173736756246 33.996797389309314,-118.4817242569661 33.996796522078476,-118.48170970034607 33.996794911442798,-118.48169629563866 33.996794284289621,-118.48168288984901 33.996793657139285,-118.48166918994264 33.996793269166538,-118.48165519376488 33.996793122182957,-118.48164119866438 33.996792974291886,-118.48162835439794 33.996793810789953,-118.48161435821501 33.996793662900167,-118.48160121874864 33.9967947385786,-118.48158663217666 33.996795070855036,-118.4815734927097 33.996796146530478,-118.48156005804783 33.996797462289152,-118.48154632819102 33.996799018130929,-118.48153259832843 33.996800573069628,-118.48151886738823 33.996802128912606,-118.48150628943975 33.996804668235804,-118.48149226438073 33.99680646325443,-118.48147939014846 33.996809241762058,-118.48146536509336 33.99681103767913,-118.48145219566455 33.996814056268313,-118.48143902731719 33.996817074851698,-118.48142585788653 33.996820093438039,-118.48141239325983 33.996823352107228,-118.48140037574136 33.996827355079219,-118.48138691218972 33.996830612839688,-118.48137430319103 33.996835095080371,-118.48136083964231 33.996838353739484,-118.48134823172343 33.996842835973119,-118.48133562272082 33.996847318209724,-118.48132301479927 33.996851800440723,-118.48131155878468 33.996857266158401,-118.48129865565967 33.996861987569396,-118.48128690336419 33.996867693372984,-118.48127400023611 33.996872414781329,-118.48126224793748 33.996878120582579,-118.48125049671962 33.996883826378351,-118.48123874441261 33.996889531275798,-118.48122699319156 33.996895237069232,-118.48121609759846 33.996902166438559,-118.4812040500906 33.996908111416431,-118.48119315449394 33.996915040783691,-118.4811825540915 33.996921730066234,-118.48117165957369 33.996928659427248,-118.4811607639665 33.996935587890107,-118.48114986836266 33.996942517253473,-118.48113861762546 33.996953571651723)"	597	BARNARD WAY	P									272.817436217		272.817436217
"LINESTRING (-118.48113861762546 33.996953571651723,-118.480667716452 33.997255382454661)"	598	BARNARD WAY	P	No parking except by permit.		yes	4/11/89				Implemented	180.103435245		180.103435245
"LINESTRING (-118.480667716452 33.997255382454661,-118.48023330681789 33.997535229966303)"	599	BARNARD WAY	P	No parking except by permit.		yes	4/11/89				Implemented	166.463068115		166.463068115
"LINESTRING (-118.48325663719648 33.998167554951763,-118.48321730583795 33.998107388036082)"	600	BARNARD WAY	P									24.9310993903		24.9310993903
"LINESTRING (-118.4834773308294 33.998441195615371,-118.48340991723414 33.998367373919308,-118.4833326130278 33.998272801501464,-118.48326177556063 33.998174896310033,-118.48325663719648 33.998167554951763)"	601	BARNARD WAY	P									120.080791394		120.080791394
"LINESTRING (-118.46102845213814 34.024696597799611,-118.46060463216243 34.02433450918064)"	602	STEWART ST	PP	"No parking 8AM-9PM daily, except by permit."		yes	5/26/98				Implemented	184.000229394		184.000229394
"LINESTRING (-118.46199413612688 34.025522592743933,-118.46126885989648 34.024902479061595)"	603	STEWART ST	PP	"No parking 8AM-9PM daily, except by permit."		yes	5/26/98				Implemented	314.999738613		314.999738613
"LINESTRING (-118.46126885989648 34.024902479061595,-118.46102845213814 34.024696597799611)"	604	STEWART ST	PP	"No parking 8AM-9PM daily, except by permit."		yes	5/26/98				Implemented	104.499949085		104.499949085
"LINESTRING (-118.47513953384198 34.032626743624952,-118.47505083269833 34.032550991281425)"	605	25TH ST	Q									38.4999548146		38.4999548146
"LINESTRING (-118.47366675692382 34.031369919196599,-118.47357229806099 34.031289246149896)"	606	25TH ST	Q									41.0002589384		41.0002589384
"LINESTRING (-118.47505083269833 34.032550991281425,-118.47366675692382 34.031369919196599)"	607	25TH ST	Q	No parking except by permit.		yes	9/11/90				Implemented	600.499874539		600.499874539
"LINESTRING (-118.47711843910034 34.038841601451423,-118.47570637382064 34.037631352569946)"	608	HARVARD ST	QQ	"2 hour parking 9AM-6PM Mon-Fri, except by permit."		yes	10/27/98				Implemented	614.001111734		614.001111734
"LINESTRING (-118.47871573860323 34.04021045996479,-118.47711843910034 34.038841601451423)"	609	HARVARD ST	QQ	"2 hour parking 9AM-6PM Mon-Fri, except by permit."		yes	10/27/98				Implemented	694.501082787		694.501082787
"LINESTRING (-118.47669272342699 34.032670881735328,-118.47600729853679 34.032085528290196)"	610	CHELSEA AVE	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	297.500037706		297.500037706
"LINESTRING (-118.47895854669925 34.034598432918827,-118.47756941913948 34.033417595523318)"	611	CHELSEA AVE	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	601.501509431		601.501509431
"LINESTRING (-118.47600729853679 34.032085528290196,-118.47591283769285 34.032004857067356)"	612	CHELSEA AVE	R									41.0000310255		41.0000310255
"LINESTRING (-118.4773836512088 34.033259447004667,-118.47669272342699 34.032670881735328)"	613	CHELSEA AVE	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	299.500052557		299.500052557
"LINESTRING (-118.47627442118146 34.030412358289233,-118.47619613810092 34.030475897243754)"	614	SCHADER DR	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	33.1250944602		33.1250944602
"LINESTRING (-118.47836082029845 34.027417876584188,-118.47730686480632 34.028273392334988)"	615	BROADWAY	R									445.999936617		445.999936617
"LINESTRING (-118.47733645430208 34.028399040560352,-118.47724660443983 34.028322306315552)"	616	21ST ST	R									38.9997389043		38.9997389043
"LINESTRING (-118.48217719438769 34.031989660905914,-118.48079184496613 34.030809629090619)"	617	21ST ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	600.500611927		600.500611927
"LINESTRING (-118.48137427961048 34.032643337154262,-118.47998893069484 34.031463296985514)"	618	22ND ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	600.500376201		600.500376201
"LINESTRING (-118.47906590256656 34.029449397534172,-118.47886976083734 34.029608609002942,-118.47880772850253 34.029658962434532)"	619	SANTA MONICA BLVD	R									109.249804033		109.249804033
"LINESTRING (-118.47660293945366 34.030143789665281,-118.47627442118146 34.030412358289233)"	620	SCHADER DR	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	139.500851847		139.500851847
"LINESTRING (-118.47730067619554 34.029577447629158,-118.47672198685825 34.030047161771961)"	621	SCHADER DR	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	244.874849957		244.874849957
"LINESTRING (-118.4814863407917 34.030090445377589,-118.48078000174586 34.030667651789955)"	622	ARIZONA AVE	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	299.8768992		299.8768992
"LINESTRING (-118.48078000174586 34.030667651789955,-118.48070083697495 34.030731913010072)"	623	ARIZONA AVE	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	33.4998104805		33.4998104805
"LINESTRING (-118.48070083697495 34.030731913010072,-118.48062462527459 34.030793776956081)"	624	ARIZONA AVE	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	32.250122327		32.250122327
"LINESTRING (-118.47992188635909 34.028758404084712,-118.47906590256656 34.029449397534172)"	625	SANTA MONICA BLVD	R									361.251583828		361.251583828
"LINESTRING (-118.47730686480632 34.028273392334988,-118.47724660443983 34.028322306315552)"	626	BROADWAY	R									25.5000418358		25.5000418358
"LINESTRING (-118.47724660443983 34.028322306315552,-118.47718220843588 34.028374576804474)"	627	BROADWAY	R									27.2499780033		27.2499780033
"LINESTRING (-118.47992918675043 34.028604727111606,-118.47854803048671 34.027423256066228)"	628	20TH ST	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	600.0003429		600.0003429
"LINESTRING (-118.47980466409332 34.031306227181233,-118.47943594412894 34.030990500778621)"	629	22ND ST	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	160.258235694		160.258235694
"LINESTRING (-118.47871817017416 34.029581989205489,-118.47733645430208 34.028399040560352)"	630	21ST ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	600.50057666		600.50057666
"LINESTRING (-118.47480653017379 34.030287504868959,-118.47437399011713 34.03064240908764)"	631	BROADWAY	R									184.002896278		184.002896278
"LINESTRING (-118.47689132817783 34.031070583318595,-118.47619613810092 34.030475897243754)"	632	CLOVERFIELD BLVD	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	302.000226792		302.000226792
"LINESTRING (-118.47735602803645 34.030691478174255,-118.47666290618193 34.030095116074278)"	633	23RD ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	302.002182013		302.002182013
"LINESTRING (-118.47666290618193 34.030095116074278,-118.47597351633004 34.029503405298037)"	634	23RD ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	300.000683642		300.000683642
"LINESTRING (-118.47597351633004 34.029503405298037,-118.47588050496901 34.029423477534891)"	635	23RD ST	R									40.5005348521		40.5005348521
"LINESTRING (-118.479000531108 34.031958573464742,-118.47761611405953 34.030777785871955)"	636	23RD ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	600.500080777		600.500080777
"LINESTRING (-118.48057309426582 34.033297512323379,-118.47918254784706 34.032114007225545)"	637	23RD ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	602.500612198		602.500612198
"LINESTRING (-118.48148690290648 34.02993839719182,-118.48010859793665 34.028758431621299)"	638	20TH ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	599.000533681		599.000533681
"LINESTRING (-118.47350464764152 34.031344151805456,-118.47281310507134 34.03190349489315)"	639	BROADWAY	R									292.125275575		292.125275575
"LINESTRING (-118.47357229806099 34.031289246149896,-118.47350464764152 34.031344151805456)"	640	BROADWAY	R									28.6249621181		28.6249621181
"LINESTRING (-118.47437399011713 34.03064240908764,-118.47357229806099 34.031289246149896)"	641	BROADWAY	R									338.251476494		338.251476494
"LINESTRING (-118.47487860888516 34.030229001962937,-118.47480653017379 34.030287504868959)"	642	BROADWAY	R									30.499722267		30.499722267
"LINESTRING (-118.47534177738795 34.029854988082491,-118.47487860888516 34.030229001962937)"	643	BROADWAY	R									195.500880296		195.500880296
"LINESTRING (-118.47539790426711 34.02980943242757,-118.47534177738795 34.029854988082491)"	644	BROADWAY	R									23.7498777762		23.7498777762
"LINESTRING (-118.47581525030321 34.029474524586433,-118.4754859353821 34.029737981582784)"	645	BROADWAY	R									138.378439939		138.378439939
"LINESTRING (-118.4754859353821 34.029737981582784,-118.47539790426711 34.02980943242757)"	646	BROADWAY	R									37.2500387479		37.2500387479
"LINESTRING (-118.47588050496901 34.029423477534891,-118.47581525030321 34.029474524586433)"	647	BROADWAY	R									27.1298942347		27.1298942347
"LINESTRING (-118.47670786091165 34.028755765862392,-118.47594342596018 34.029372407192675,-118.47588050496901 34.029423477534891)"	648	BROADWAY	R									349.126345462		349.126345462
"LINESTRING (-118.47718220843588 34.028374576804474,-118.47670786091165 34.028755765862392)"	649	BROADWAY	R									199.752663453		199.752663453
"LINESTRING (-118.47976666936364 34.033950170357507,-118.47837293168391 34.032765407327297)"	650	24TH ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	603.501789029		603.501789029
"LINESTRING (-118.47815874253205 34.035255279396594,-118.47676872824741 34.034075152080575)"	651	25TH ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	601.502663798		601.502663798
"LINESTRING (-118.48305675019985 34.031283348376739,-118.48167092713769 34.030096035155495)"	652	20TH ST	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	602.500947372		602.500947372
"LINESTRING (-118.47738449619561 34.03081419994696,-118.4770595529158 34.031077950489831)"	653	SANTA MONICA BLVD	R									137.499806042		137.499806042
"LINESTRING (-118.47619613810092 34.030475897243754,-118.47549785622893 34.029893319821674)"	654	CLOVERFIELD BLVD	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	299.520245663		299.520245663
"LINESTRING (-118.47549785622893 34.029893319821674,-118.47539790426711 34.02980943242757)"	655	CLOVERFIELD BLVD	R									43.0016734671		43.0016734671
"LINESTRING (-118.47662152880933 34.032728666418691,-118.47595625738413 34.03326863099381)"	656	CHELSEA PL	R	"No parking 7AM-12AM daily, except by permit."		yes	1/8/91				Implemented	281.500036525		281.500036525
"LINESTRING (-118.47575807898173 34.032032608670143,-118.47572498267496 34.03179276091295)"	657	PARK DR	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	87.8594880954		87.8594880954
"LINESTRING (-118.47577104017473 34.032119946223617,-118.47575807898173 34.032032608670143)"	658	PARK DR	R									32.0255544163		32.0255544163
"LINESTRING (-118.47572498267496 34.03179276091295,-118.47446614442946 34.030721113492213)"	659	PARK DR	R	"No parking 7AM-12AM daily, except by permit."		no	1/8/91				Pre-approved (petition needed)	545.500782481		545.500782481
"LINESTRING (-118.47446614442946 34.030721113492213,-118.47437399011713 34.03064240908764)"	660	PARK DR	R									39.9999989213		39.9999989213
"LINESTRING (-118.47507070200547 34.032682609538327,-118.47437144755887 34.033250138218392)"	661	SANTA MONICA BLVD	R									295.874933618		295.874933618
"LINESTRING (-118.47513953384198 34.032626743624952,-118.47507070200547 34.032682609538327)"	662	SANTA MONICA BLVD	R									29.1249741421		29.1249741421
"LINESTRING (-118.47577104017473 34.032119946223617,-118.47571756999405 34.032163345026085,-118.47513953384198 34.032626743624952)"	663	SANTA MONICA BLVD	R									265.754755266		265.754755266
"LINESTRING (-118.47584873335744 34.032056886784183,-118.47584282445479 34.032061682807168,-118.47577104017473 34.032119946223617)"	664	SANTA MONICA BLVD	R									32.8749664092		32.8749664092
"LINESTRING (-118.47591283769285 34.032004857067356,-118.47584873335744 34.032056886784183)"	665	SANTA MONICA BLVD	R									27.1249180219		27.1249180219
"LINESTRING (-118.47598344042711 34.031947552049964,-118.47594444628452 34.031979201854739,-118.47591283769285 34.032004857067356)"	666	SANTA MONICA BLVD	R									29.8748781746		29.8748781746
